layer_name,bit_position,auroc,fpr,detection_error,auroc_fi,fpr_fi,detection_error_fi
layer2.2.conv2,9,90.32,39.29,15.84,90.32,39.3,15.84
layer2.2.conv2,10,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,11,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,12,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,13,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,14,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,15,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,16,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,17,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,18,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,19,90.32,39.29,15.84,90.32,39.29,15.84
layer2.2.conv2,20,90.32,39.29,15.84,90.32,39.31,15.84
layer2.2.conv2,21,90.32,39.29,15.84,90.32,39.31,15.84
layer2.2.conv2,22,90.32,39.29,15.84,90.32,39.31,15.84
layer2.2.conv2,23,90.32,39.29,15.84,90.32,39.28,15.84
layer2.2.conv2,24,90.32,39.29,15.84,90.32,39.31,15.84
layer2.2.conv2,25,90.32,39.29,15.84,90.32,39.43,15.84
layer2.2.conv2,26,90.32,39.29,15.84,90.32,39.45,15.82
layer2.2.conv2,27,90.32,39.29,15.84,90.5,39.01,15.62
layer2.2.conv2,28,90.32,39.29,15.84,90.32,39.27,15.84
layer2.2.conv2,29,90.32,39.29,15.84,90.32,39.27,15.84
layer2.2.conv2,30,90.32,39.29,15.84,77.98,45.23,21.67
layer2.3.conv1,0,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,1,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,2,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,3,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,4,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,5,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,6,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,7,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,8,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,9,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,10,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,11,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,12,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,13,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,14,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,15,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,16,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,17,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,18,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,19,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,20,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,21,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,22,90.32,39.29,15.84,90.32,39.33,15.84
layer2.3.conv1,23,90.32,39.29,15.84,90.32,39.3,15.84
layer2.3.conv1,24,90.32,39.29,15.84,90.32,39.28,15.83
layer2.3.conv1,25,90.32,39.29,15.84,90.32,39.44,15.83
layer2.3.conv1,26,90.32,39.29,15.84,90.32,39.29,15.85
layer2.3.conv1,27,90.32,39.29,15.84,90.35,39.45,15.8
layer2.3.conv1,28,90.32,39.29,15.84,90.32,39.3,15.84
layer2.3.conv1,29,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv1,30,90.32,39.29,15.84,80.75,44.34,20.39
layer2.3.conv2,0,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,1,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,2,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,3,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,4,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,5,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,6,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,7,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,8,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,9,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,10,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,11,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,12,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,13,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,14,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,15,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,16,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,17,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,18,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,19,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,20,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,21,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,22,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,23,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,24,90.32,39.29,15.84,90.32,39.34,15.84
layer2.3.conv2,25,90.32,39.29,15.84,90.32,39.13,15.84
layer2.3.conv2,26,90.32,39.29,15.84,90.32,39.15,15.82
layer2.3.conv2,27,90.32,39.29,15.84,90.45,39.05,15.71
layer2.3.conv2,28,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,29,90.32,39.29,15.84,90.32,39.29,15.84
layer2.3.conv2,30,90.32,39.29,15.84,76.32,47.98,23.2
layer3.0.conv1,0,90.32,39.29,15.84,90.32,39.28,15.84
layer3.0.conv1,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,17,90.32,39.29,15.84,90.32,39.27,15.84
layer3.0.conv1,18,90.32,39.29,15.84,90.32,39.3,15.84
layer3.0.conv1,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,21,90.32,39.29,15.84,90.32,39.28,15.84
layer3.0.conv1,22,90.32,39.29,15.84,90.32,39.22,15.84
layer3.0.conv1,23,90.32,39.29,15.84,90.32,39.3,15.84
layer3.0.conv1,24,90.32,39.29,15.84,90.31,39.27,15.84
layer3.0.conv1,25,90.32,39.29,15.84,90.33,39.16,15.82
layer3.0.conv1,26,90.32,39.29,15.84,90.32,39.41,15.84
layer3.0.conv1,27,90.32,39.29,15.84,90.48,39.37,15.65
layer3.0.conv1,28,90.32,39.29,15.84,90.32,39.28,15.84
layer3.0.conv1,29,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv1,30,90.32,39.29,15.84,81.01,43.25,20.09
layer3.0.conv2,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,4,90.32,39.29,15.84,90.32,39.3,15.84
layer3.0.conv2,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,17,90.32,39.29,15.84,90.32,39.33,15.84
layer3.0.conv2,18,90.32,39.29,15.84,90.32,39.31,15.84
layer3.0.conv2,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.0.conv2,20,90.32,39.29,15.84,90.32,39.3,15.84
layer3.0.conv2,21,90.32,39.29,15.84,90.32,39.28,15.84
layer3.0.conv2,22,90.32,39.29,15.84,90.32,39.31,15.84
layer3.0.conv2,23,90.32,39.29,15.84,90.32,39.29,15.82
layer3.0.conv2,24,90.32,39.29,15.84,90.32,39.31,15.84
layer3.0.conv2,25,90.32,39.29,15.84,90.26,39.51,15.82
layer3.0.conv2,26,90.32,39.29,15.84,90.33,39.48,15.82
layer3.0.conv2,27,90.32,39.29,15.84,90.53,39.32,15.63
layer3.0.conv2,28,90.32,39.29,15.84,90.32,39.45,15.83
layer3.0.conv2,29,90.32,39.29,15.84,90.32,39.28,15.84
layer3.0.conv2,30,90.32,39.29,15.84,79.39,44.12,21.14
layer3.1.conv1,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,1,90.32,39.29,15.84,90.32,39.3,15.84
layer3.1.conv1,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,14,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv1,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,17,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,18,90.32,39.29,15.84,90.32,39.3,15.84
layer3.1.conv1,19,90.32,39.29,15.84,90.32,39.3,15.84
layer3.1.conv1,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,21,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv1,22,90.32,39.29,15.84,90.32,39.17,15.84
layer3.1.conv1,23,90.32,39.29,15.84,90.32,39.25,15.84
layer3.1.conv1,24,90.32,39.29,15.84,90.32,39.46,15.83
layer3.1.conv1,25,90.32,39.29,15.84,90.3,39.54,15.86
layer3.1.conv1,26,90.32,39.29,15.84,90.32,39.25,15.83
layer3.1.conv1,27,90.32,39.29,15.84,90.5,39.16,15.68
layer3.1.conv1,28,90.32,39.29,15.84,90.32,39.3,15.84
layer3.1.conv1,29,90.32,39.29,15.84,90.32,39.44,15.83
layer3.1.conv1,30,90.32,39.29,15.84,82.53,42.01,18.8
layer3.1.conv2,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,7,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,12,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,13,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,17,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,18,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,19,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,21,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,22,90.32,39.29,15.84,90.32,39.31,15.84
layer3.1.conv2,23,90.32,39.29,15.84,90.32,39.3,15.84
layer3.1.conv2,24,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,25,90.32,39.29,15.84,90.28,39.37,15.89
layer3.1.conv2,26,90.32,39.29,15.84,90.3,39.66,15.87
layer3.1.conv2,27,90.32,39.29,15.84,90.63,38.56,15.58
layer3.1.conv2,28,90.32,39.29,15.84,90.32,39.3,15.84
layer3.1.conv2,29,90.32,39.29,15.84,90.32,39.29,15.84
layer3.1.conv2,30,90.32,39.29,15.84,78.73,44.58,21.2
layer3.2.conv1,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,8,90.32,39.29,15.84,90.32,39.3,15.84
layer3.2.conv1,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,17,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,18,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,21,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,22,90.32,39.29,15.84,90.32,39.3,15.84
layer3.2.conv1,23,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv1,24,90.32,39.29,15.84,90.32,39.43,15.84
layer3.2.conv1,25,90.32,39.29,15.84,90.32,39.37,15.84
layer3.2.conv1,26,90.32,39.29,15.84,90.33,39.25,15.84
layer3.2.conv1,27,90.32,39.29,15.84,90.52,39.23,15.61
layer3.2.conv1,28,90.32,39.29,15.84,90.32,39.28,15.84
layer3.2.conv1,29,90.32,39.29,15.84,90.32,39.28,15.84
layer3.2.conv1,30,90.32,39.29,15.84,80.07,43.84,20.34
layer3.2.conv2,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,2,90.32,39.29,15.84,90.32,39.31,15.84
layer3.2.conv2,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,5,90.32,39.29,15.84,90.32,39.31,15.84
layer3.2.conv2,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,7,90.32,39.29,15.84,90.32,39.31,15.84
layer3.2.conv2,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,14,90.32,39.29,15.84,90.32,39.28,15.84
layer3.2.conv2,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,17,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,18,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,21,90.32,39.29,15.84,90.32,39.3,15.84
layer3.2.conv2,22,90.32,39.29,15.84,90.32,39.31,15.84
layer3.2.conv2,23,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,24,90.32,39.29,15.84,90.32,39.3,15.84
layer3.2.conv2,25,90.32,39.29,15.84,90.32,39.16,15.83
layer3.2.conv2,26,90.32,39.29,15.84,90.35,39.18,15.85
layer3.2.conv2,27,90.32,39.29,15.84,90.63,38.14,15.52
layer3.2.conv2,28,90.32,39.29,15.84,90.32,39.29,15.84
layer3.2.conv2,29,90.32,39.29,15.84,90.32,39.25,15.84
layer3.2.conv2,30,90.32,39.29,15.84,75.7,48.19,22.73
layer3.3.conv1,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,17,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,18,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,21,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,22,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,23,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv1,24,90.32,39.29,15.84,90.32,39.36,15.84
layer3.3.conv1,25,90.32,39.29,15.84,90.32,39.26,15.84
layer3.3.conv1,26,90.32,39.29,15.84,90.33,39.38,15.84
layer3.3.conv1,27,90.32,39.29,15.84,90.43,39.44,15.69
layer3.3.conv1,28,90.32,39.29,15.84,90.32,39.31,15.84
layer3.3.conv1,29,90.32,39.29,15.84,90.32,39.3,15.84
layer3.3.conv1,30,90.32,39.29,15.84,81.35,44.17,19.64
layer3.3.conv2,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,12,90.32,39.29,15.84,90.32,39.31,15.84
layer3.3.conv2,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,16,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,17,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,18,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,21,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,22,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,23,90.32,39.29,15.84,90.32,39.3,15.84
layer3.3.conv2,24,90.32,39.29,15.84,90.32,39.31,15.84
layer3.3.conv2,25,90.32,39.29,15.84,90.3,39.4,15.87
layer3.3.conv2,26,90.32,39.29,15.84,90.27,39.72,15.92
layer3.3.conv2,27,90.32,39.29,15.84,90.47,39.14,15.57
layer3.3.conv2,28,90.32,39.29,15.84,90.32,39.3,15.83
layer3.3.conv2,29,90.32,39.29,15.84,90.32,39.29,15.84
layer3.3.conv2,30,90.32,39.29,15.84,76.89,47.01,22.56
layer3.4.conv1,0,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,1,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,2,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,3,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,4,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,5,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,6,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,7,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,8,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,9,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,10,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,11,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,12,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,13,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,14,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,15,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,16,90.32,39.29,15.84,90.32,39.31,15.84
layer3.4.conv1,17,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,18,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,19,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,20,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,21,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,22,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,23,90.32,39.29,15.84,90.32,39.29,15.84
layer3.4.conv1,24,90.32,39.29,15.84,90.32,39.29,15.83
layer3.4.conv1,25,90.32,39.29,15.84,90.33,39.21,15.82
layer3.4.conv1,26,90.32,39.29,15.84,90.31,39.16,15.85
layer3.4.conv1,27,90.32,39.29,15.84,90.46,39.32,15.62
layer3.4.conv1,28,90.32,39.29,15.84,90.32,39.29,15.84
